id_venda,id_pedido,cpf_cliente,data_venda,data_entrega,produto_id,produto_nome,categoria_produto,quantidade,valor_unitario,desconto,valor_total,custo,canal_venda,status_venda,forma_pagamento,parcelas,vendedor_id,loja_id
228,PED-20250524-000228,85270405814,2025-05-24T15:39:57.682864,,CALC-002,Bota Couro Timberland,Calçados,1,707.51,0.0,707.51,424.23,LOJA_FISICA,CANCELADA,BOLETO,1,VND002,LOJA14
229,PED-20250609-000229,45049569427,2025-06-09T12:15:57.682864,,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5087.67,0.0,5087.67,2578.32,ECOMMERCE,CANCELADA,CARTAO_CREDITO,1,VND025,
230,PED-20251128-000230,02630961141,2025-11-28T08:48:57.682864,,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1946.26,194.63,1751.63,886.13,ECOMMERCE,CANCELADA,CARTAO_CREDITO,3,VND027,
231,PED-20250621-000231,64602508804,2025-06-21T04:28:57.682864,2025-06-30T04:28:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,48.06,2.4,45.66,27.55,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND019,
232,PED-20250705-000232,35884589565,2025-07-05T11:51:57.682864,,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1756.97,263.55,1493.42,803.19,ECOMMERCE,CANCELADA,CARTAO_CREDITO,2,VND020,
233,PED-20250713-000233,61310895155,2025-07-13T08:46:57.682864,2025-07-22T08:46:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,53.53,0.0,53.53,36.88,ECOMMERCE,CONCLUIDA,BOLETO,1,VND005,
234,PED-20250809-000234,40043074731,2025-08-09T14:31:57.682864,2025-08-18T14:31:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1193.24,178.99,1014.25,466.19,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND001,
235,PED-20251229-000235,66460032629,2025-12-29T06:42:57.682864,2026-01-04T06:42:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,6828.83,0.0,6828.83,4857.49,TELEVENDAS,CONCLUIDA,CARTAO_CREDITO,6,VND008,
236,PED-20250527-000236,01677527234,2025-05-27T13:28:57.682864,2025-05-31T13:28:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,4551.42,0.0,4551.42,2501.76,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND042,
237,PED-20250608-000237,65698611157,2025-06-08T11:55:57.682864,2025-06-16T11:55:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,4747.09,0.0,4747.09,2763.15,APP_MOBILE,DEVOLVIDA,PIX,1,VND030,
238,PED-20260219-000238,07133496623,2026-02-19T04:46:57.682864,2026-02-23T04:46:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,210.63,21.06,189.57,96.22,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND024,
239,PED-20250804-000239,54568602955,2025-08-04T05:24:57.682864,2025-08-13T05:24:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,152.53,0.0,152.53,109.49,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND002,
240,PED-20250911-000240,79199563231,2025-09-11T14:42:57.682864,2025-09-15T14:42:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,3081.85,616.37,2465.48,1074.53,ECOMMERCE,CONCLUIDA,PIX,1,VND040,
241,PED-20250918-000241,40276164300,2025-09-18T15:00:57.682864,2025-09-25T15:00:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,4510.44,0.0,4510.44,2397.87,ECOMMERCE,CONCLUIDA,BOLETO,1,VND004,
242,PED-20250619-000242,80236337246,2025-06-19T01:26:57.682864,2025-06-24T01:26:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1924.95,0.0,1924.95,1013.48,APP_MOBILE,CONCLUIDA,PIX,1,VND002,
243,PED-20250831-000243,71534514805,2025-08-31T14:39:57.682864,2025-09-07T14:39:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,2,561.34,0.0,1122.68,522.22,ECOMMERCE,DEVOLVIDA,BOLETO,1,VND045,
244,PED-20250415-000244,51238477909,2025-04-15T09:15:57.682864,2025-04-22T09:15:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,5158.05,0.0,5158.05,3112.98,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND041,
245,PED-20250724-000245,56825739352,2025-07-24T10:59:57.682864,2025-08-03T10:59:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,601.35,0.0,601.35,295.59,ECOMMERCE,CONCLUIDA,PIX,1,VND001,
246,PED-20251126-000246,69450324859,2025-11-26T04:57:57.682864,2025-11-30T04:57:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,55.34,5.53,49.81,20.91,ECOMMERCE,CONCLUIDA,BOLETO,1,VND048,
247,PED-20250923-000247,31913673499,2025-09-23T12:54:57.682864,2025-09-29T12:54:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1419.12,283.82,1135.3,468.0,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND023,
248,PED-20250716-000248,80832357170,2025-07-16T09:54:57.682864,2025-07-20T09:54:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,777.3,0.0,777.3,391.45,ECOMMERCE,CONCLUIDA,PIX,1,VND014,
249,PED-20250615-000249,11778064442,2025-06-15T05:32:57.682864,2025-06-21T05:32:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,835.63,125.34,710.29,431.66,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND022,LOJA11
250,PED-20251210-000250,62513572408,2025-12-10T07:06:57.682864,2025-12-20T07:06:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,99.25,0.0,99.25,72.94,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND043,LOJA20
251,PED-20250627-000251,06124115670,2025-06-27T05:03:57.682864,2025-07-04T05:03:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,588.62,0.0,588.62,386.72,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND025,LOJA03
252,PED-20250419-000252,35884589565,2025-04-19T08:17:57.682864,2025-04-26T08:17:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,485.4,0.0,485.4,297.27,ECOMMERCE,CONCLUIDA,BOLETO,1,VND029,
253,PED-20260202-000253,01677527234,2026-02-02T10:56:57.682864,2026-02-10T10:56:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,7307.1,0.0,7307.1,4076.84,ECOMMERCE,CONCLUIDA,BOLETO,1,VND030,
254,PED-20250527-000254,61310895155,2025-05-27T14:31:57.682864,2025-06-04T14:31:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,3568.02,356.8,3211.22,1419.99,APP_MOBILE,CONCLUIDA,BOLETO,1,VND017,
255,PED-20251006-000255,40467750416,2025-10-06T02:28:57.682864,2025-10-16T02:28:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,169.1,25.36,143.74,78.4,LOJA_FISICA,CONCLUIDA,PIX,1,VND024,LOJA15
256,PED-20250711-000256,50159279836,2025-07-11T04:20:57.682864,2025-07-19T04:20:57.682864,CALC-002,Bota Couro Timberland,Calçados,2,678.6,67.86,1289.34,527.63,APP_MOBILE,CONCLUIDA,BOLETO,1,VND032,
257,PED-20250907-000257,91292648473,2025-09-07T14:14:57.682864,2025-09-14T14:14:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,55.74,0.0,55.74,22.65,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND014,LOJA04
258,PED-20250518-000258,10848875095,2025-05-18T09:12:57.682864,2025-05-25T09:12:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1780.94,0.0,1780.94,834.65,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,12,VND037,
259,PED-20250626-000259,75535166600,2025-06-26T08:37:57.682864,,CASA-001,Cafeteira Nespresso Essenza,Casa,1,641.14,64.11,577.03,298.24,ECOMMERCE,CANCELADA,PIX,1,VND027,
260,PED-20251024-000260,35477245549,2025-10-24T07:28:57.682864,2025-11-02T07:28:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,6118.87,305.94,5812.93,3725.01,ECOMMERCE,CONCLUIDA,PIX,1,VND027,
261,PED-20260324-000261,63724858426,2026-03-24T15:31:57.682864,2026-04-03T15:31:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,133.0,0.0,133.0,91.66,ECOMMERCE,CONCLUIDA,BOLETO,1,VND005,
262,PED-20260315-000262,67597252200,2026-03-15T09:13:57.682864,2026-03-25T09:13:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,3540.59,0.0,3540.59,1565.77,ECOMMERCE,CONCLUIDA,BOLETO,1,VND030,
263,PED-20250609-000263,24824467594,2025-06-09T07:41:57.682864,2025-06-16T07:41:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,238.17,0.0,238.17,159.82,ECOMMERCE,DEVOLVIDA,CARTAO_CREDITO,12,VND031,
264,PED-20250621-000264,24021504753,2025-06-21T13:13:57.682864,2025-06-24T13:13:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,2,600.97,0.0,1201.94,529.03,LOJA_FISICA,CONCLUIDA,PIX,1,VND029,LOJA12
265,PED-20250723-000265,80832357170,2025-07-23T07:54:57.682864,,CALC-002,Bota Couro Timberland,Calçados,1,879.73,0.0,879.73,467.85,ECOMMERCE,CANCELADA,PIX,1,VND011,
266,PED-20250814-000266,52928418113,2025-08-14T15:11:57.682864,,VEST-001,Camiseta Polo Masculina,Vestuário,1,165.04,0.0,165.04,90.76,LOJA_FISICA,CANCELADA,CARTAO_CREDITO,1,VND048,LOJA18
267,PED-20251016-000267,75535166600,2025-10-16T04:32:57.682864,2025-10-21T04:32:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,418.84,62.83,356.01,147.48,ECOMMERCE,CONCLUIDA,BOLETO,1,VND038,
268,PED-20250519-000268,29407901831,2025-05-19T05:21:57.682864,2025-05-28T05:21:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,858.76,171.75,687.01,502.29,APP_MOBILE,CONCLUIDA,PIX,1,VND006,
269,PED-20251231-000269,99522770329,2025-12-31T13:09:57.682864,2026-01-03T13:09:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,165.19,0.0,165.19,81.9,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND004,LOJA14
270,PED-20250801-000270,85207275739,2025-08-01T11:44:57.682864,2025-08-07T11:44:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,35.56,0.0,35.56,23.73,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND035,LOJA16
271,PED-20250918-000271,55417338044,2025-09-18T14:39:57.682864,2025-09-26T14:39:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,744.47,0.0,744.47,538.09,ECOMMERCE,CONCLUIDA,BOLETO,1,VND038,
272,PED-20250728-000272,62339260507,2025-07-28T13:11:57.682864,2025-07-31T13:11:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,847.64,0.0,847.64,423.46,LOJA_FISICA,DEVOLVIDA,CARTAO_CREDITO,3,VND018,LOJA12
273,PED-20260112-000273,00154165930,2026-01-12T09:57:57.682864,2026-01-19T09:57:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,558.83,83.82,475.01,313.64,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,2,VND049,
274,PED-20250428-000274,85122536651,2025-04-28T07:25:57.682864,2025-05-05T07:25:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,667.57,0.0,667.57,348.4,TELEVENDAS,CONCLUIDA,BOLETO,1,VND049,
275,PED-20251214-000275,96505235701,2025-12-14T11:14:57.682864,2025-12-21T11:14:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,520.06,78.01,442.05,242.6,ECOMMERCE,CONCLUIDA,PIX,1,VND023,
276,PED-20260302-000276,77008267142,2026-03-02T03:47:57.682864,,BELE-001,Perfume Natura Essencial,Beleza,1,206.22,0.0,206.22,129.82,ECOMMERCE,CANCELADA,PIX,1,VND023,
277,PED-20250607-000277,63814684753,2025-06-07T11:10:57.682864,2025-06-14T11:10:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,2,555.23,0.0,1110.46,594.12,APP_MOBILE,CONCLUIDA,PIX,1,VND048,
278,PED-20250621-000278,20969089732,2025-06-21T08:38:57.682864,2025-06-24T08:38:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,194.76,0.0,194.76,119.05,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND013,
279,PED-20250612-000279,73968443047,2025-06-12T10:04:57.682864,2025-06-21T10:04:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,306.19,61.24,244.95,114.91,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,6,VND004,LOJA03
280,PED-20250620-000280,92044693151,2025-06-20T03:22:57.682864,2025-06-23T03:22:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,4685.3,702.79,3982.51,2266.81,LOJA_FISICA,CONCLUIDA,PIX,1,VND028,LOJA18
281,PED-20250927-000281,31527166724,2025-09-27T12:22:57.682864,2025-10-03T12:22:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2833.58,0.0,2833.58,1712.02,ECOMMERCE,CONCLUIDA,PIX,1,VND002,
282,PED-20250427-000282,41039768458,2025-04-27T10:25:57.682864,2025-05-01T10:25:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,4287.34,857.47,3429.87,2164.96,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,3,VND050,
283,PED-20250429-000283,34356977173,2025-04-29T01:25:57.682864,2025-05-06T01:25:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,805.38,0.0,805.38,341.7,ECOMMERCE,CONCLUIDA,BOLETO,1,VND023,
284,PED-20250919-000284,74610487160,2025-09-19T15:52:57.682864,2025-09-22T15:52:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1624.4,243.66,1380.74,1007.94,TELEVENDAS,CONCLUIDA,BOLETO,1,VND049,
285,PED-20251101-000285,16919546248,2025-11-01T02:20:57.682864,2025-11-06T02:20:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,415.32,0.0,415.32,223.18,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND009,
286,PED-20250514-000286,23599171882,2025-05-14T15:24:57.682864,2025-05-19T15:24:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5300.35,0.0,5300.35,2729.79,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND040,
287,PED-20250903-000287,14194886780,2025-09-03T15:09:57.682864,,ELET-005,iPad Air 5ª Geração,Eletrônicos,2,5326.39,0.0,10652.78,5340.45,APP_MOBILE,CANCELADA,CARTAO_CREDITO,6,VND012,
288,PED-20250505-000288,50159279836,2025-05-05T04:09:57.682864,2025-05-15T04:09:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,490.25,73.54,416.71,234.29,TELEVENDAS,CONCLUIDA,CARTAO_CREDITO,12,VND013,
289,PED-20251026-000289,74710629404,2025-10-26T06:41:57.682864,2025-10-31T06:41:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1882.84,0.0,1882.84,1247.62,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND045,
290,PED-20251216-000290,27291186838,2025-12-16T05:31:57.682864,2025-12-26T05:31:57.682864,VEST-001,Camiseta Polo Masculina,Vestuário,1,160.41,8.02,152.39,78.69,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND029,
291,PED-20250708-000291,72074934521,2025-07-08T13:24:57.682864,2025-07-12T13:24:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1011.81,50.59,961.22,470.64,ECOMMERCE,CONCLUIDA,PIX,1,VND044,
292,PED-20260205-000292,61559341777,2026-02-05T10:13:57.682864,2026-02-15T10:13:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,56.85,0.0,56.85,30.94,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND010,LOJA05
293,PED-20251223-000293,00154165930,2025-12-23T15:55:57.682864,2025-12-29T15:55:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,487.38,24.37,463.01,301.72,ECOMMERCE,CONCLUIDA,BOLETO,1,VND034,
294,PED-20250605-000294,24530593606,2025-06-05T08:53:57.682864,,CALC-001,Tênis Nike Air Max 270,Calçados,1,677.5,0.0,677.5,304.73,ECOMMERCE,CANCELADA,BOLETO,1,VND041,
295,PED-20250627-000295,47094930062,2025-06-27T01:42:57.682864,2025-06-30T01:42:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,1058.88,0.0,1058.88,544.0,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,12,VND038,LOJA09
296,PED-20250702-000296,62339260507,2025-07-02T08:45:57.682864,2025-07-09T08:45:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,3076.55,0.0,3076.55,1931.39,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,6,VND026,
297,PED-20251012-000297,26326511402,2025-10-12T02:46:57.682864,2025-10-16T02:46:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,615.11,0.0,615.11,439.2,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND037,
298,PED-20250826-000298,20178879606,2025-08-26T02:35:57.682864,2025-08-30T02:35:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,264.24,0.0,264.24,129.45,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND018,LOJA10
299,PED-20251108-000299,82721169106,2025-11-08T08:59:57.682864,2025-11-13T08:59:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,3858.3,0.0,3858.3,2638.25,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,2,VND038,LOJA12
300,PED-20250902-000300,34356977173,2025-09-02T06:06:57.682864,2025-09-07T06:06:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,474.15,0.0,474.15,285.19,ECOMMERCE,CONCLUIDA,BOLETO,1,VND017,
301,PED-20250514-000301,51238477909,2025-05-14T12:17:57.682864,2025-05-20T12:17:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,388.89,38.89,350.0,151.17,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,3,VND011,
302,PED-20251116-000302,16227236357,2025-11-16T14:27:57.682864,,VEST-002,Vestido Social Feminino,Vestuário,1,241.26,12.06,229.2,116.39,APP_MOBILE,CANCELADA,BOLETO,1,VND005,
303,PED-20260131-000303,14679404612,2026-01-31T14:32:57.682864,2026-02-10T14:32:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2801.14,0.0,2801.14,1701.81,ECOMMERCE,CONCLUIDA,PIX,1,VND029,
304,PED-20250703-000304,61463985860,2025-07-03T01:13:57.682864,2025-07-06T01:13:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,2,150.45,30.09,270.81,190.61,ECOMMERCE,CONCLUIDA,PIX,1,VND008,
305,PED-20250618-000305,62513572408,2025-06-18T09:25:57.682864,2025-06-21T09:25:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,506.03,0.0,506.03,359.9,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND026,LOJA05
306,PED-20250813-000306,23599171882,2025-08-13T03:24:57.682864,2025-08-22T03:24:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,3099.54,0.0,3099.54,1932.9,ECOMMERCE,CONCLUIDA,PIX,1,VND032,
307,PED-20250426-000307,92623542821,2025-04-26T13:40:57.682864,2025-05-03T13:40:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,428.44,0.0,428.44,264.28,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND028,
308,PED-20250421-000308,11340986000,2025-04-21T06:34:57.682864,2025-05-01T06:34:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,690.96,34.55,656.41,473.78,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND005,
309,PED-20251111-000309,02416870807,2025-11-11T08:31:57.682864,2025-11-19T08:31:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1779.2,266.88,1512.32,770.22,LOJA_FISICA,CONCLUIDA,PIX,1,VND008,LOJA20
310,PED-20260106-000310,45049569427,2026-01-06T08:35:57.682864,2026-01-10T08:35:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,270.1,0.0,270.1,145.19,APP_MOBILE,CONCLUIDA,BOLETO,1,VND050,
311,PED-20250526-000311,92241549304,2025-05-26T13:42:57.682864,2025-06-03T13:42:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,6207.89,310.39,5897.5,4385.3,APP_MOBILE,CONCLUIDA,PIX,1,VND014,
312,PED-20251012-000312,39078545356,2025-10-12T15:53:57.682864,2025-10-16T15:53:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1849.02,277.35,1571.67,1033.12,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND015,
313,PED-20250919-000313,39078545356,2025-09-19T13:19:57.682864,2025-09-28T13:19:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2561.67,0.0,2561.67,1686.69,LOJA_FISICA,DEVOLVIDA,CARTAO_CREDITO,2,VND022,LOJA10
314,PED-20251005-000314,27291186838,2025-10-05T14:16:57.682864,,VEST-001,Camiseta Polo Masculina,Vestuário,1,147.32,29.46,117.86,84.04,LOJA_FISICA,CANCELADA,CARTAO_DEBITO,1,VND027,LOJA11
315,PED-20250426-000315,35230461659,2025-04-26T04:54:57.682864,2025-05-05T04:54:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1199.51,0.0,1199.51,811.59,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,2,VND022,
316,PED-20250506-000316,05254000600,2025-05-06T05:32:57.682864,2025-05-13T05:32:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,387.95,0.0,387.95,208.35,ECOMMERCE,CONCLUIDA,BOLETO,1,VND019,
317,PED-20250726-000317,18304847884,2025-07-26T09:30:57.682864,2025-08-05T09:30:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1978.86,197.89,1780.97,785.91,TELEVENDAS,CONCLUIDA,CARTAO_CREDITO,2,VND036,
318,PED-20251025-000318,17245748330,2025-10-25T10:40:57.682864,2025-11-01T10:40:57.682864,VEST-001,Camiseta Polo Masculina,Vestuário,1,120.23,24.05,96.18,40.31,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND035,LOJA17
319,PED-20250416-000319,29951489397,2025-04-16T08:54:57.682864,2025-04-21T08:54:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,748.84,149.77,599.07,350.53,ECOMMERCE,CONCLUIDA,BOLETO,1,VND030,
320,PED-20250607-000320,66460032629,2025-06-07T11:12:57.682864,2025-06-16T11:12:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,3535.28,707.06,2828.22,1377.04,ECOMMERCE,CONCLUIDA,BOLETO,1,VND025,
321,PED-20250803-000321,40467750416,2025-08-03T10:17:57.682864,2025-08-07T10:17:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,6633.81,0.0,6633.81,4280.58,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND014,LOJA04
322,PED-20251028-000322,92431186253,2025-10-28T06:02:57.682864,2025-11-02T06:02:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5251.53,0.0,5251.53,2653.11,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,3,VND038,
323,PED-20250831-000323,94239531233,2025-08-31T15:22:57.682864,2025-09-09T15:22:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,174.24,8.71,165.53,116.12,LOJA_FISICA,CONCLUIDA,PIX,1,VND012,LOJA17
324,PED-20250614-000324,77144641271,2025-06-14T11:03:57.682864,2025-06-20T11:03:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2337.32,0.0,2337.32,1278.62,ECOMMERCE,CONCLUIDA,BOLETO,1,VND032,
325,PED-20250903-000325,63724858426,2025-09-03T04:15:57.682864,2025-09-11T04:15:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,50.16,5.02,45.14,26.29,LOJA_FISICA,CONCLUIDA,PIX,1,VND038,LOJA02
326,PED-20260203-000326,80759034800,2026-02-03T03:33:57.682864,,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1984.4,396.88,1587.52,976.96,APP_MOBILE,CANCELADA,CARTAO_CREDITO,12,VND020,
327,PED-20250820-000327,32080901885,2025-08-20T09:07:57.682864,2025-08-29T09:07:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,91.7,13.76,77.94,51.09,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,1,VND042,
328,PED-20250618-000328,62513572408,2025-06-18T09:35:57.682864,2025-06-21T09:35:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,45.89,0.0,45.89,30.21,ECOMMERCE,CONCLUIDA,BOLETO,1,VND005,
329,PED-20250417-000329,94239531233,2025-04-17T02:29:57.682864,2025-04-27T02:29:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,503.4,0.0,503.4,280.13,ECOMMERCE,CONCLUIDA,BOLETO,1,VND047,
330,PED-20250904-000330,68248770508,2025-09-04T15:17:57.682864,2025-09-14T15:17:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,649.43,0.0,649.43,479.73,APP_MOBILE,CONCLUIDA,CARTAO_DEBITO,1,VND002,
331,PED-20250619-000331,22617780589,2025-06-19T06:06:57.682864,2025-06-27T06:06:57.682864,VEST-001,Camiseta Polo Masculina,Vestuário,1,125.46,0.0,125.46,55.57,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND048,
332,PED-20251114-000332,94239531233,2025-11-14T10:26:57.682864,2025-11-18T10:26:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,516.36,0.0,516.36,348.45,LOJA_FISICA,CONCLUIDA,PIX,1,VND030,LOJA11
333,PED-20250627-000333,20969089732,2025-06-27T01:54:57.682864,2025-07-01T01:54:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5147.66,257.38,4890.28,2092.26,APP_MOBILE,CONCLUIDA,BOLETO,1,VND015,
334,PED-20251026-000334,01492682977,2025-10-26T08:15:57.682864,2025-11-05T08:15:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,2,1833.6,0.0,3667.2,2105.72,ECOMMERCE,CONCLUIDA,BOLETO,1,VND009,
335,PED-20250713-000335,16227236357,2025-07-13T12:30:57.682864,2025-07-22T12:30:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,164.04,16.4,147.64,95.15,APP_MOBILE,CONCLUIDA,PIX,1,VND039,
336,PED-20250607-000336,38870841448,2025-06-07T08:52:57.682864,2025-06-12T08:52:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,3428.06,0.0,3428.06,1756.04,APP_MOBILE,CONCLUIDA,CARTAO_DEBITO,1,VND041,
